ownerage,ednyears,male,ageoffirm,ownershours,country
39,11,1,6,36,Sri Lanka
39,11,1,6,70,Sri Lanka
39,11,1,6,63,Sri Lanka
39,11,1,6,40,Sri Lanka
45,10,0,4,102,Sri Lanka
45,10,1,4,0,Sri Lanka
45,10,1,4,78,Sri Lanka
45,10,1,4,84,Sri Lanka
45,10,1,4,100,Sri Lanka
45,10,1,4,105,Sri Lanka
45,10,1,4,90,Sri Lanka
45,10,1,4,65,Sri Lanka
45,10,1,4,84,Sri Lanka
45,10,1,4,0,Sri Lanka
45,10,1,4,70,Sri Lanka
36,5,0,2,63,Sri Lanka
36,5,1,2,48,Sri Lanka
36,5,1,2,60,Sri Lanka
36,5,1,2,70,Sri Lanka
36,5,1,2,56,Sri Lanka
36,5,1,2,0,Sri Lanka
36,5,1,2,60,Sri Lanka
36,5,1,2,40,Sri Lanka
36,5,1,2,45,Sri Lanka
36,5,1,2,56,Sri Lanka
36,5,1,2,65,Sri Lanka
36,9,0,7,72,Sri Lanka
36,9,1,7,34,Sri Lanka
36,9,1,7,70,Sri Lanka
36,9,1,7,55,Sri Lanka
36,9,1,7,0,Sri Lanka
36,9,1,7,56,Sri Lanka
36,9,1,7,84,Sri Lanka
36,9,1,7,80,Sri Lanka
36,9,1,7,56,Sri Lanka
36,9,1,7,70,Sri Lanka
36,9,1,7,84,Sri Lanka
43,7,0,2,70,Sri Lanka
43,7,1,2,72,Sri Lanka
43,7,1,2,55,Sri Lanka
43,7,1,2,64,Sri Lanka
43,7,1,2,84,Sri Lanka
43,7,1,2,14,Sri Lanka
43,7,1,2,40,Sri Lanka
43,7,1,2,72,Sri Lanka
43,7,1,2,84,Sri Lanka
43,7,1,2,60,Sri Lanka
43,7,1,2,40,Sri Lanka
39,18,0,1,56,Sri Lanka
39,18,1,1,72,Sri Lanka
39,18,1,1,8,Sri Lanka
39,18,1,1,56,Sri Lanka
39,18,1,1,0,Sri Lanka
39,18,1,1,14,Sri Lanka
39,18,1,1,32,Sri Lanka
39,18,1,1,70,Sri Lanka
39,18,1,1,30,Sri Lanka
39,18,1,1,0,Sri Lanka
28,10,0,3,63,Sri Lanka
28,10,1,3,70,Sri Lanka
28,10,1,3,56,Sri Lanka
28,10,1,3,56,Sri Lanka
28,10,1,3,66,Sri Lanka
28,10,1,3,63,Sri Lanka
28,10,1,3,30,Sri Lanka
28,10,1,3,70,Sri Lanka
28,10,1,3,77,Sri Lanka
28,10,1,3,20,Sri Lanka
37,8,0,1,56,Sri Lanka
37,8,1,1,35,Sri Lanka
37,8,1,1,35,Sri Lanka
37,8,1,1,84,Sri Lanka
37,8,1,1,98,Sri Lanka
37,8,1,1,70,Sri Lanka
37,8,1,1,54,Sri Lanka
37,8,1,1,36,Sri Lanka
37,8,1,1,60,Sri Lanka
37,8,1,1,40,Sri Lanka
37,8,1,1,60,Sri Lanka
27,5,0,6,60,Sri Lanka
27,5,1,6,84,Sri Lanka
27,5,1,6,90,Sri Lanka
27,5,1,6,50,Sri Lanka
27,5,1,6,48,Sri Lanka
27,5,1,6,70,Sri Lanka
27,5,1,6,72,Sri Lanka
27,5,1,6,60,Sri Lanka
27,5,1,6,60,Sri Lanka
27,5,1,6,60,Sri Lanka
27,5,1,6,50,Sri Lanka
29,13,0,5,70,Sri Lanka
29,13,1,5,54,Sri Lanka
29,13,1,5,60,Sri Lanka
29,13,1,5,0,Sri Lanka
29,13,1,5,0,Sri Lanka
29,13,1,5,0,Sri Lanka
29,13,1,5,48,Sri Lanka
29,13,1,5,70,Sri Lanka
29,13,1,5,35,Sri Lanka
29,13,1,5,48,Sri Lanka
29,13,1,5,30,Sri Lanka
36,11,0,3,70,Sri Lanka
36,11,1,3,42,Sri Lanka
36,11,1,3,70,Sri Lanka
36,11,1,3,98,Sri Lanka
36,11,1,3,56,Sri Lanka
36,11,1,3,50,Sri Lanka
36,11,1,3,84,Sri Lanka
36,11,1,3,60,Sri Lanka
36,11,1,3,60,Sri Lanka
36,11,1,3,50,Sri Lanka
36,11,1,3,63,Sri Lanka
38,17,0,5,72,Sri Lanka
38,17,1,5,84,Sri Lanka
38,17,1,5,88,Sri Lanka
38,17,1,5,72,Sri Lanka
38,17,1,5,45,Sri Lanka
38,17,1,5,60,Sri Lanka
38,17,1,5,77,Sri Lanka
38,17,1,5,84,Sri Lanka
38,17,1,5,48,Sri Lanka
38,17,1,5,16,Sri Lanka
38,17,1,5,63,Sri Lanka
42,9,0,8,100,Sri Lanka
42,9,1,8,96,Sri Lanka
44,5,0,2,63,Sri Lanka
44,5,1,2,80,Sri Lanka
44,5,1,2,72,Sri Lanka
44,5,1,2,98,Sri Lanka
44,5,1,2,80,Sri Lanka
44,5,1,2,105,Sri Lanka
44,5,1,2,45,Sri Lanka
44,5,1,2,78,Sri Lanka
44,5,1,2,50,Sri Lanka
44,5,1,2,63,Sri Lanka
45,8,0,6,98,Sri Lanka
45,8,1,6,8,Sri Lanka
45,8,1,6,92,Sri Lanka
45,8,1,6,54,Sri Lanka
45,8,1,6,72,Sri Lanka
45,8,1,6,70,Sri Lanka
45,8,1,6,10,Sri Lanka
45,8,1,6,0,Sri Lanka
45,8,1,6,20,Sri Lanka
45,8,1,6,0,Sri Lanka
45,8,1,6,63,Sri Lanka
33,10,0,9,54,Sri Lanka
33,10,1,9,72,Sri Lanka
33,10,1,9,70,Sri Lanka
36,13,0,11,60,Sri Lanka
36,13,1,11,77,Sri Lanka
36,13,1,11,62,Sri Lanka
36,13,1,11,105,Sri Lanka
36,13,1,11,72,Sri Lanka
36,13,1,11,91,Sri Lanka
36,13,1,11,98,Sri Lanka
36,13,1,11,60,Sri Lanka
36,13,1,11,70,Sri Lanka
36,13,1,11,65,Sri Lanka
30,11,0,1,56,Sri Lanka
30,11,1,1,84,Sri Lanka
30,11,1,1,50,Sri Lanka
30,11,1,1,50,Sri Lanka
30,11,1,1,70,Sri Lanka
36,11,0,6,72,Sri Lanka
36,11,1,6,30,Sri Lanka
36,11,1,6,78,Sri Lanka
36,11,1,6,84,Sri Lanka
36,11,1,6,70,Sri Lanka
36,11,1,6,20,Sri Lanka
36,11,1,6,65,Sri Lanka
36,11,1,6,42,Sri Lanka
36,11,1,6,42,Sri Lanka
36,11,1,6,38,Sri Lanka
36,11,1,6,34,Sri Lanka
28,11,0,7,32,Sri Lanka
28,11,1,7,0,Sri Lanka
28,11,1,7,60,Sri Lanka
28,11,1,7,80,Sri Lanka
28,11,1,7,48,Sri Lanka
28,11,1,7,84,Sri Lanka
28,11,1,7,56,Sri Lanka
28,11,1,7,70,Sri Lanka
28,11,1,7,45,Sri Lanka
45,11,0,19,60,Sri Lanka
45,11,1,19,54,Sri Lanka
45,11,1,19,70,Sri Lanka
45,11,1,19,63,Sri Lanka
45,11,1,19,70,Sri Lanka
45,11,1,19,60,Sri Lanka
45,11,1,19,70,Sri Lanka
45,11,1,19,50,Sri Lanka
45,11,1,19,60,Sri Lanka
45,11,1,19,42,Sri Lanka
45,11,1,19,35,Sri Lanka
40,19,0,2,70,Sri Lanka
40,19,1,2,50,Sri Lanka
40,19,1,2,48,Sri Lanka
40,19,1,2,40,Sri Lanka
40,19,1,2,70,Sri Lanka
40,19,1,2,60,Sri Lanka
40,19,1,2,40,Sri Lanka
40,19,1,2,50,Sri Lanka
44,5,0,28,36,Sri Lanka
44,5,1,28,84,Sri Lanka
44,5,1,28,72,Sri Lanka
44,5,1,28,72,Sri Lanka
44,5,1,28,84,Sri Lanka
44,5,1,28,68,Sri Lanka
44,5,1,28,72,Sri Lanka
44,5,1,28,58,Sri Lanka
44,5,1,28,60,Sri Lanka
44,5,1,28,80,Sri Lanka
43,11,0,11,48,Sri Lanka
43,11,1,11,65,Sri Lanka
43,11,1,11,72,Sri Lanka
43,11,1,11,70,Sri Lanka
43,11,1,11,60,Sri Lanka
43,11,1,11,20,Sri Lanka
43,11,1,11,85,Sri Lanka
43,11,1,11,84,Sri Lanka
43,11,1,11,35,Sri Lanka
43,11,1,11,65,Sri Lanka
43,11,1,11,35,Sri Lanka
22,11,0,1,48,Sri Lanka
22,11,1,1,25,Sri Lanka
28,10,0,8,77,Sri Lanka
28,10,1,8,70,Sri Lanka
28,10,1,8,70,Sri Lanka
28,10,1,8,70,Sri Lanka
28,10,1,8,72,Sri Lanka
28,10,1,8,56,Sri Lanka
28,10,1,8,48,Sri Lanka
28,10,1,8,85,Sri Lanka
28,10,1,8,70,Sri Lanka
28,10,1,8,70,Sri Lanka
28,10,1,8,70,Sri Lanka
30,11,0,8,84,Sri Lanka
30,11,1,8,84,Sri Lanka
30,11,1,8,90,Sri Lanka
30,11,1,8,70,Sri Lanka
30,11,1,8,72,Sri Lanka
30,11,1,8,60,Sri Lanka
37,10,0,9,70,Sri Lanka
37,10,1,9,35,Sri Lanka
37,10,1,9,35,Sri Lanka
37,10,1,9,30,Sri Lanka
37,10,1,9,35,Sri Lanka
37,10,1,9,56,Sri Lanka
37,10,1,9,45,Sri Lanka
37,10,1,9,56,Sri Lanka
37,10,1,9,48,Sri Lanka
37,10,1,9,42,Sri Lanka
24,13,0,4,76,Sri Lanka
24,13,1,4,84,Sri Lanka
24,13,1,4,98,Sri Lanka
24,13,1,4,84,Sri Lanka
34,5,0,14,90,Sri Lanka
34,5,1,14,105,Sri Lanka
34,5,1,14,73,Sri Lanka
34,5,1,14,91,Sri Lanka
34,5,1,14,91,Sri Lanka
34,5,1,14,80,Sri Lanka
34,5,1,14,98,Sri Lanka
34,5,1,14,84,Sri Lanka
34,5,1,14,80,Sri Lanka
34,5,1,14,50,Sri Lanka
34,5,1,14,42,Sri Lanka
31,11,0,1,105,Sri Lanka
31,11,1,1,80,Sri Lanka
31,11,1,1,82,Sri Lanka
31,11,1,1,40,Sri Lanka
31,11,1,1,36,Sri Lanka
31,11,1,1,80,Sri Lanka
22,11,0,1,98,Sri Lanka
22,11,1,1,77,Sri Lanka
22,11,1,1,84,Sri Lanka
22,11,1,1,98,Sri Lanka
22,11,1,1,0,Sri Lanka
22,11,1,1,84,Sri Lanka
22,11,1,1,48,Sri Lanka
22,11,1,1,12,Sri Lanka
22,11,1,1,77,Sri Lanka
41,6,0,4,45,Sri Lanka
41,6,1,4,20,Sri Lanka
41,6,1,4,62,Sri Lanka
41,6,1,4,60,Sri Lanka
41,6,1,4,77,Sri Lanka
41,6,1,4,84,Sri Lanka
41,6,1,4,70,Sri Lanka
41,6,1,4,60,Sri Lanka
41,6,1,4,60,Sri Lanka
41,6,1,4,60,Sri Lanka
41,6,1,4,72,Sri Lanka
45,7,0,23,56,Sri Lanka
45,7,1,23,84,Sri Lanka
45,7,1,23,70,Sri Lanka
45,7,1,23,56,Sri Lanka
45,7,1,23,70,Sri Lanka
45,7,1,23,65,Sri Lanka
45,7,1,23,70,Sri Lanka
45,7,1,23,84,Sri Lanka
45,7,1,23,80,Sri Lanka
45,7,1,23,70,Sri Lanka
45,7,1,23,56,Sri Lanka
45,11,0,16,42,Sri Lanka
45,11,1,16,40,Sri Lanka
45,11,1,16,46,Sri Lanka
45,11,1,16,70,Sri Lanka
45,11,1,16,56,Sri Lanka
45,11,1,16,0,Sri Lanka
45,11,1,16,25,Sri Lanka
45,11,1,16,45,Sri Lanka
45,11,1,16,70,Sri Lanka
45,11,1,16,54,Sri Lanka
45,11,1,16,30,Sri Lanka
33,5,0,8,77,Sri Lanka
33,5,1,8,54,Sri Lanka
33,5,1,8,48,Sri Lanka
33,5,1,8,45,Sri Lanka
33,5,1,8,56,Sri Lanka
33,5,1,8,70,Sri Lanka
33,5,1,8,70,Sri Lanka
31,11,0,10,72,Sri Lanka
31,11,1,10,30,Sri Lanka
31,11,1,10,50,Sri Lanka
31,11,1,10,70,Sri Lanka
31,11,1,10,60,Sri Lanka
31,11,1,10,35,Sri Lanka
31,11,1,10,60,Sri Lanka
31,11,1,10,24,Sri Lanka
31,11,1,10,48,Sri Lanka
31,11,1,10,48,Sri Lanka
31,11,1,10,45,Sri Lanka
27,9,0,4,36,Sri Lanka
27,9,1,4,48,Sri Lanka
27,9,0,4,77,Sri Lanka
32,10,0,9,44,Sri Lanka
32,10,1,9,36,Sri Lanka
32,10,1,9,40,Sri Lanka
32,10,1,9,48,Sri Lanka
32,10,1,9,42,Sri Lanka
32,10,1,9,15,Sri Lanka
32,10,1,9,0,Sri Lanka
38,9,0,10,35,Sri Lanka
38,9,1,10,90,Sri Lanka
38,9,1,10,45,Sri Lanka
38,9,1,10,42,Sri Lanka
38,9,1,10,50,Sri Lanka
38,9,1,10,40,Sri Lanka
38,9,1,10,70,Sri Lanka
33,10,0,2,49,Sri Lanka
33,10,1,2,54,Sri Lanka
33,10,1,2,24,Sri Lanka
33,10,1,2,50,Sri Lanka
33,10,1,2,24,Sri Lanka
33,10,1,2,42,Sri Lanka
33,10,1,2,48,Sri Lanka
39,13,0,10,60,Sri Lanka
39,13,1,10,40,Sri Lanka
39,13,1,10,90,Sri Lanka
39,13,1,10,63,Sri Lanka
39,13,1,10,66,Sri Lanka
39,13,1,10,70,Sri Lanka
39,13,1,10,60,Sri Lanka
39,13,1,10,60,Sri Lanka
39,13,1,10,50,Sri Lanka
39,13,1,10,70,Sri Lanka
39,13,1,10,55,Sri Lanka
30,11,0,4,72,Sri Lanka
30,11,1,4,70,Sri Lanka
22,11,0,4,48,Sri Lanka
22,11,1,4,36,Sri Lanka
22,11,1,4,48,Sri Lanka
22,11,1,4,60,Sri Lanka
22,11,1,4,32,Sri Lanka
22,11,1,4,40,Sri Lanka
22,11,1,4,48,Sri Lanka
22,11,1,4,45,Sri Lanka
22,11,1,4,60,Sri Lanka
29,11,0,4,48,Sri Lanka
29,11,1,4,55,Sri Lanka
29,11,1,4,80,Sri Lanka
29,11,1,4,36,Sri Lanka
29,11,1,4,48,Sri Lanka
29,11,1,4,32,Sri Lanka
29,11,1,4,48,Sri Lanka
29,11,1,4,56,Sri Lanka
29,11,1,4,48,Sri Lanka
29,11,1,4,48,Sri Lanka
29,11,1,4,0,Sri Lanka
30,11,0,2,35,Sri Lanka
30,11,1,2,28,Sri Lanka
30,11,1,2,3,Sri Lanka
30,11,1,2,20,Sri Lanka
30,11,1,2,7,Sri Lanka
30,11,1,2,36,Sri Lanka
30,11,1,2,20,Sri Lanka
30,11,1,2,0,Sri Lanka
40,10,0,24,40,Sri Lanka
40,10,1,24,100,Sri Lanka
40,10,1,24,50,Sri Lanka
40,10,1,24,42,Sri Lanka
40,10,1,24,84,Sri Lanka
40,10,1,24,30,Sri Lanka
40,10,1,24,45,Sri Lanka
40,10,1,24,40,Sri Lanka
40,10,1,24,40,Sri Lanka
40,10,1,24,70,Sri Lanka
40,10,1,24,40,Sri Lanka
35,11,0,5,50,Sri Lanka
35,11,1,5,45,Sri Lanka
35,11,1,5,42,Sri Lanka
35,11,1,5,50,Sri Lanka
35,11,1,5,70,Sri Lanka
35,11,1,5,72,Sri Lanka
35,11,1,5,40,Sri Lanka
35,11,1,5,60,Sri Lanka
35,11,1,5,48,Sri Lanka
35,11,1,5,42,Sri Lanka
35,11,1,5,70,Sri Lanka
39,11,0,4,63,Sri Lanka
39,11,1,4,18,Sri Lanka
39,11,1,4,50,Sri Lanka
39,11,1,4,56,Sri Lanka
39,11,1,4,60,Sri Lanka
39,11,1,4,12,Sri Lanka
39,11,1,4,24,Sri Lanka
39,11,1,4,40,Sri Lanka
39,11,1,4,40,Sri Lanka
39,11,1,4,80,Sri Lanka
39,11,1,4,60,Sri Lanka
44,8,0,2,35,Sri Lanka
44,8,1,2,42,Sri Lanka
44,8,1,2,15,Sri Lanka
44,8,1,2,36,Sri Lanka
44,8,1,2,27,Sri Lanka
44,8,1,2,70,Sri Lanka
44,8,1,2,52,Sri Lanka
44,8,1,2,21,Sri Lanka
38,5,0,20,60,Sri Lanka
38,5,1,20,75,Sri Lanka
38,5,1,20,130,Sri Lanka
38,5,1,20,84,Sri Lanka
38,5,1,20,80,Sri Lanka
38,5,1,20,40,Sri Lanka
38,5,1,20,63,Sri Lanka
38,5,1,20,65,Sri Lanka
38,5,1,20,60,Sri Lanka
38,5,1,20,50,Sri Lanka
38,5,1,20,90,Sri Lanka
32,15,0,6,30,Sri Lanka
32,15,1,6,28,Sri Lanka
32,15,1,6,60,Sri Lanka
32,15,1,6,7,Sri Lanka
28,11,0,5,72,Sri Lanka
28,11,1,5,78,Sri Lanka
28,11,1,5,90,Sri Lanka
28,11,1,5,20,Sri Lanka
28,11,1,5,70,Sri Lanka
28,11,1,5,105,Sri Lanka
28,11,1,5,70,Sri Lanka
28,11,1,5,80,Sri Lanka
28,11,1,5,64,Sri Lanka
28,11,1,5,30,Sri Lanka
28,11,1,5,70,Sri Lanka
34,11,0,6,98,Sri Lanka
34,11,1,6,60,Sri Lanka
34,11,1,6,42,Sri Lanka
34,11,1,6,90,Sri Lanka
34,11,1,6,0,Sri Lanka
34,11,1,6,90,Sri Lanka
34,11,1,6,48,Sri Lanka
34,11,1,6,70,Sri Lanka
34,11,1,6,60,Sri Lanka
34,11,1,6,98,Sri Lanka
29,10,0,5,84,Sri Lanka
29,10,1,5,70,Sri Lanka
29,10,1,5,65,Sri Lanka
29,10,1,5,60,Sri Lanka
29,10,1,5,70,Sri Lanka
29,10,1,5,84,Sri Lanka
29,10,1,5,84,Sri Lanka
29,10,1,5,84,Sri Lanka
29,10,1,5,70,Sri Lanka
29,10,1,5,60,Sri Lanka
29,10,1,5,60,Sri Lanka
40,5,0,28,50,Sri Lanka
40,5,1,28,63,Sri Lanka
42,11,0,1,30,Sri Lanka
42,11,1,1,44,Sri Lanka
42,11,1,1,0,Sri Lanka
42,11,1,1,8,Sri Lanka
42,11,1,1,10,Sri Lanka
42,11,1,1,15,Sri Lanka
42,11,1,1,32,Sri Lanka
42,11,1,1,25,Sri Lanka
42,11,1,1,36,Sri Lanka
42,11,1,1,18,Sri Lanka
42,11,1,1,30,Sri Lanka
38,10,0,1,72,Sri Lanka
38,10,1,1,0,Sri Lanka
38,10,1,1,30,Sri Lanka
38,10,1,1,0,Sri Lanka
38,10,1,1,70,Sri Lanka
38,10,1,1,16,Sri Lanka
38,10,1,1,54,Sri Lanka
38,10,1,1,50,Sri Lanka
38,10,1,1,15,Sri Lanka
38,10,1,1,20,Sri Lanka
38,10,1,1,20,Sri Lanka
24,13,0,5,63,Sri Lanka
24,13,1,5,30,Sri Lanka
24,13,1,5,0,Sri Lanka
24,13,1,5,63,Sri Lanka
43,11,0,6,48,Sri Lanka
43,11,1,6,70,Sri Lanka
43,11,1,6,58,Sri Lanka
43,11,1,6,36,Sri Lanka
43,11,1,6,72,Sri Lanka
43,11,1,6,0,Sri Lanka
43,11,1,6,77,Sri Lanka
43,11,1,6,60,Sri Lanka
43,11,1,6,63,Sri Lanka
43,11,1,6,16,Sri Lanka
43,11,1,6,70,Sri Lanka
44,10,0,23,70,Sri Lanka
44,10,1,23,42,Sri Lanka
44,10,1,23,56,Sri Lanka
28,11,0,11,66,Sri Lanka
28,11,1,11,63,Sri Lanka
28,11,1,11,2,Sri Lanka
28,11,1,11,0,Sri Lanka
28,11,1,11,70,Sri Lanka
28,11,1,11,70,Sri Lanka
28,11,1,11,77,Sri Lanka
28,11,1,11,48,Sri Lanka
28,11,1,11,66,Sri Lanka
28,11,1,11,70,Sri Lanka
28,11,1,11,0,Sri Lanka
30,11,0,10,56,Sri Lanka
30,11,1,10,20,Sri Lanka
30,11,1,10,68,Sri Lanka
30,11,1,10,0,Sri Lanka
30,11,1,10,84,Sri Lanka
30,11,1,10,18,Sri Lanka
30,11,1,10,70,Sri Lanka
30,11,1,10,0,Sri Lanka
30,11,1,10,15,Sri Lanka
30,11,1,10,63,Sri Lanka
30,11,1,10,60,Sri Lanka
45,3,0,10,40,Sri Lanka
45,3,1,10,44,Sri Lanka
45,3,1,10,55,Sri Lanka
45,3,1,10,0,Sri Lanka
45,3,1,10,45,Sri Lanka
45,3,1,10,50,Sri Lanka
45,3,1,10,30,Sri Lanka
40,10,0,5,48,Sri Lanka
40,10,1,5,48,Sri Lanka
40,10,1,5,0,Sri Lanka
40,10,1,5,65,Sri Lanka
40,10,1,5,52,Sri Lanka
40,10,1,5,70,Sri Lanka
40,10,1,5,64,Sri Lanka
40,10,1,5,30,Sri Lanka
40,10,1,5,56,Sri Lanka
40,10,1,5,25,Sri Lanka
42,9,0,25,78,Sri Lanka
42,9,1,25,98,Sri Lanka
42,9,1,25,0,Sri Lanka
42,9,1,25,63,Sri Lanka
42,9,1,25,76,Sri Lanka
42,9,1,25,49,Sri Lanka
42,9,1,25,84,Sri Lanka
42,9,1,25,70,Sri Lanka
42,9,1,25,60,Sri Lanka
42,9,1,25,70,Sri Lanka
44,8,0,24,63,Sri Lanka
44,8,1,24,42,Sri Lanka
44,8,1,24,72,Sri Lanka
44,8,1,24,90,Sri Lanka
44,8,1,24,28,Sri Lanka
44,8,1,24,70,Sri Lanka
44,8,1,24,84,Sri Lanka
44,8,1,24,70,Sri Lanka
44,8,1,24,84,Sri Lanka
44,8,1,24,84,Sri Lanka
37,11,0,4,42,Sri Lanka
37,11,1,4,84,Sri Lanka
37,11,1,4,84,Sri Lanka
37,11,1,4,0,Sri Lanka
37,11,1,4,84,Sri Lanka
37,11,1,4,0,Sri Lanka
37,11,1,4,77,Sri Lanka
37,11,1,4,36,Sri Lanka
37,11,1,4,50,Sri Lanka
37,11,1,4,96,Sri Lanka
37,11,1,4,0,Sri Lanka
33,7,0,15,72,Sri Lanka
33,7,1,15,48,Sri Lanka
33,7,1,15,28,Sri Lanka
33,7,1,15,25,Sri Lanka
33,7,1,15,35,Sri Lanka
33,7,1,15,49,Sri Lanka
33,7,1,15,35,Sri Lanka
33,7,1,15,20,Sri Lanka
33,7,1,15,30,Sri Lanka
33,7,1,15,70,Sri Lanka
33,7,1,15,54,Sri Lanka
24,13,0,22,120,Sri Lanka
24,13,1,22,84,Sri Lanka
24,13,1,22,52,Sri Lanka
24,13,1,22,80,Sri Lanka
24,13,1,22,60,Sri Lanka
24,13,1,22,78,Sri Lanka
24,13,1,22,80,Sri Lanka
24,13,1,22,84,Sri Lanka
24,13,1,22,70,Sri Lanka
24,13,1,22,20,Sri Lanka
24,13,1,22,91,Sri Lanka
43,3,0,21,60,Sri Lanka
43,3,1,21,56,Sri Lanka
43,3,1,21,80,Sri Lanka
43,3,1,21,84,Sri Lanka
43,3,1,21,54,Sri Lanka
43,3,1,21,100,Sri Lanka
43,3,1,21,60,Sri Lanka
43,3,1,21,60,Sri Lanka
43,3,1,21,70,Sri Lanka
43,3,1,21,65,Sri Lanka
43,3,1,21,60,Sri Lanka
30,10,0,6,40,Sri Lanka
30,10,1,6,74,Sri Lanka
30,10,1,6,70,Sri Lanka
30,10,1,6,0,Sri Lanka
30,10,1,6,37,Sri Lanka
30,10,1,6,0,Sri Lanka
30,10,1,6,60,Sri Lanka
30,10,1,6,56,Sri Lanka
30,10,1,6,24,Sri Lanka
30,10,1,6,50,Sri Lanka
30,10,1,6,56,Sri Lanka
37,11,0,2,40,Sri Lanka
37,11,1,2,40,Sri Lanka
37,11,1,2,50,Sri Lanka
37,11,1,2,0,Sri Lanka
37,11,1,2,45,Sri Lanka
37,11,1,2,50,Sri Lanka
37,11,1,2,40,Sri Lanka
37,11,1,2,50,Sri Lanka
37,11,1,2,40,Sri Lanka
37,11,1,2,35,Sri Lanka
37,11,1,2,20,Sri Lanka
35,9,0,6,60,Sri Lanka
35,9,1,6,48,Sri Lanka
35,9,1,6,63,Sri Lanka
35,9,1,6,10,Sri Lanka
35,9,1,6,70,Sri Lanka
35,9,1,6,72,Sri Lanka
35,9,1,6,70,Sri Lanka
35,9,1,6,98,Sri Lanka
35,9,1,6,77,Sri Lanka
35,9,1,6,65,Sri Lanka
35,9,1,6,91,Sri Lanka
45,7,0,8,56,Sri Lanka
45,7,1,8,30,Sri Lanka
45,7,1,8,90,Sri Lanka
45,7,1,8,60,Sri Lanka
45,7,1,8,0,Sri Lanka
45,7,1,8,70,Sri Lanka
45,7,1,8,56,Sri Lanka
45,7,1,8,60,Sri Lanka
45,7,1,8,40,Sri Lanka
45,7,1,8,56,Sri Lanka
45,7,1,8,60,Sri Lanka
24,11,0,2,45,Sri Lanka
24,11,1,2,63,Sri Lanka
24,11,1,2,56,Sri Lanka
24,11,1,2,30,Sri Lanka
24,11,1,2,54,Sri Lanka
24,11,1,2,45,Sri Lanka
24,11,1,2,34,Sri Lanka
24,11,1,2,70,Sri Lanka
24,11,1,2,70,Sri Lanka
24,11,1,2,48,Sri Lanka
24,11,1,2,80,Sri Lanka
33,11,0,3,77,Sri Lanka
33,11,1,3,4,Sri Lanka
33,11,1,3,85,Sri Lanka
33,11,1,3,70,Sri Lanka
33,11,1,3,75,Sri Lanka
33,11,1,3,75,Sri Lanka
33,11,1,3,64,Sri Lanka
41,11,0,6,35,Sri Lanka
41,11,1,6,34,Sri Lanka
41,11,1,6,80,Sri Lanka
41,11,1,6,50,Sri Lanka
41,11,1,6,32,Sri Lanka
41,11,1,6,18,Sri Lanka
41,11,1,6,24,Sri Lanka
41,11,1,6,24,Sri Lanka
41,11,1,6,60,Sri Lanka
41,11,1,6,24,Sri Lanka
41,11,1,6,75,Sri Lanka
45,11,0,13,40,Sri Lanka
35,4,0,10,84,Sri Lanka
35,4,1,10,50,Sri Lanka
35,4,1,10,72,Sri Lanka
40,10,0,16,60,Sri Lanka
30,11,0,3,84,Sri Lanka
30,11,1,3,84,Sri Lanka
30,11,1,3,70,Sri Lanka
30,11,1,3,40,Sri Lanka
30,11,1,3,18,Sri Lanka
30,11,1,3,84,Sri Lanka
30,11,1,3,0,Sri Lanka
30,11,1,3,40,Sri Lanka
30,11,1,3,25,Sri Lanka
30,11,1,3,20,Sri Lanka
30,11,1,3,50,Sri Lanka
20,10,0,4,63,Sri Lanka
20,10,1,4,70,Sri Lanka
20,10,1,4,20,Sri Lanka
20,10,1,4,42,Sri Lanka
20,10,1,4,49,Sri Lanka
20,10,1,4,0,Sri Lanka
20,10,1,4,0,Sri Lanka
20,10,1,4,30,Sri Lanka
20,10,1,4,18,Sri Lanka
32,11,0,3,70,Sri Lanka
32,11,1,3,60,Sri Lanka
32,11,1,3,65,Sri Lanka
32,11,1,3,63,Sri Lanka
32,11,1,3,50,Sri Lanka
32,11,1,3,15,Sri Lanka
32,11,1,3,39,Sri Lanka
32,11,1,3,70,Sri Lanka
32,11,1,3,75,Sri Lanka
32,11,1,3,30,Sri Lanka
32,11,0,3,70,Sri Lanka
24,11,0,5,80,Sri Lanka
24,11,1,5,48,Sri Lanka
24,11,1,5,46,Sri Lanka
24,11,1,5,24,Sri Lanka
24,11,1,5,54,Sri Lanka
25,13,0,9,70,Sri Lanka
25,13,1,9,105,Sri Lanka
25,13,1,9,36,Sri Lanka
25,13,1,9,60,Sri Lanka
25,13,1,9,72,Sri Lanka
25,13,1,9,45,Sri Lanka
25,13,1,9,77,Sri Lanka
25,13,1,9,25,Sri Lanka
30,11,0,6,72,Sri Lanka
30,11,1,6,75,Sri Lanka
30,11,1,6,72,Sri Lanka
30,11,1,6,70,Sri Lanka
30,11,1,6,98,Sri Lanka
30,11,1,6,84,Sri Lanka
30,11,1,6,48,Sri Lanka
30,11,1,6,60,Sri Lanka
30,11,1,6,50,Sri Lanka
37,5,0,21,42,Sri Lanka
37,5,1,21,36,Sri Lanka
36,12,0,13,70,Sri Lanka
36,12,1,13,56,Sri Lanka
36,12,1,13,90,Sri Lanka
36,12,1,13,45,Sri Lanka
36,12,1,13,0,Sri Lanka
36,12,1,13,40,Sri Lanka
36,12,1,13,50,Sri Lanka
36,12,1,13,50,Sri Lanka
36,12,1,13,70,Sri Lanka
36,12,1,13,48,Sri Lanka
45,11,0,3,70,Sri Lanka
